128442 109731 149 144 15897
126312 107804 149 146 17905
110134 97916 149 144 15791
108810 94139 149 146 20016
116113 101906 149 149 18985
97414 83397 149 139 14654
107979 95826 149 145 18678
103446 91257 149 139 17330
103892 93238 149 145 16526
107715 96048 149 143 19741
