14158 12879 2 0
14095 13599 2 3
24676 22932 8 4
11390 9600 4 0
7838 5986 2 0
10187 9076 3 0
24566 24277 5 5
874 125 1 0
10497 7424 1 0
9888 7231 3 1
20607 16393 3 0
24639 22508 10 2
15446 14307 8 0
24552 23577 4 4
8932 7372 3 0
5577 5497 3 2
19505 16420 9 0
7100 5378 3 1
5586 3483 1 0
13838 11628 3 0
9366 8273 2 0
11774 11311 4 1
11333 10483 4 0
30111 27319 3 8
7222 5076 2 0
2471 1809 3 0
7508 2610 4 0
10234 8616 5 2
6817 5411 7 0
12968 12206 1 2
22341 21252 3 4
22779 20103 9 3
12121 10765 9 0
26733 26301 7 7
11826 10287 7 1
32104 26645 7 8
28135 23941 3 7
13323 12261 6 2
14473 11771 2 2
16841 13379 6 2
9306 4218 2 0
21482 17633 1 6
9903 6728 5 0
25308 22330 14 0
8987 8076 2 2
4390 3551 1 0
20650 17768 3 3
22422 19779 6 2
13112 11740 6 1
22962 20807 10 2
27434 26969 11 4
5435 4178 3 0
19914 15866 3 3
12749 12187 6 2
22901 19736 2 3
16887 14712 5 2
7341 3830 1 1
23802 19560 8 5
19654 15654 9 1
5185 2957 1 0
8135 5052 3 0
13867 11750 3 1
17915 17136 10 0
20961 18538 8 2
23434 17911 2 4
2387 2310 1 0
4607 2881 3 0
21625 19338 2 3
9649 9547 2 1
13821 9267 1 0
6140 3674 2 0
24076 23070 10 2
23973 21269 4 3
15361 11305 3 0
22925 20249 4 2
18020 17863 7 1
13252 11761 3 0
18690 16525 9 0
16481 12811 4 3
14149 11948 4 1
17456 17307 11 0
21806 19421 9 2
20605 15056 3 2
3716 3481 2 0
17386 15899 6 0
31801 29968 3 3
8104 7857 1 1
13902 9267 1 0
16740 13926 3 5
21126 20456 9 2
26765 23967 5 3
26143 22031 5 2
24974 22555 5 2
16514 16301 6 1
11408 10178 2 0
17457 14942 8 0
19308 15418 5 3
8829 6664 1 0
12640 11953 2 1
18302 13238 6 0
7994 5598 2 2
8748 7864 1 0
15733 10980 3 1
19973 16809 5 3
2502 1807 3 0
10787 7401 5 1
5348 3661 1 0
10810 10280 8 1
19354 17689 7 2
22056 20636 13 2
4382 3414 5 0
12303 10939 5 3
8256 6530 8 1
5131 4624 6 1
18248 15758 8 0
8949 7684 6 0
14223 9224 1 0
7373 5393 4 0
15894 15268 2 0
14118 9374 1 1
16602 13600 1 3
15841 15233 6 2
14222 13781 9 1
33745 31760 7 6
7924 6403 4 1
11373 10512 6 0
23324 21964 13 3
12541 12224 11 1
26769 24256 10 2
5481 3818 2 0
32467 30041 7 6
23753 19881 9 0
19417 18827 6 0
33187 30202 11 5
14339 11155 6 0
17571 16057 6 1
16260 14264 9 0
13322 11984 1 4
8783 7969 3 0
4775 1819 1 0
8129 5241 5 0
5764 4275 6 0
10001 7584 3 3
11917 8538 2 1
11153 9875 6 0
27551 25139 1 6
1967 1700 2 1
4041 997 2 0
5412 2611 4 0
5869 4252 2 1
16403 14763 5 3
13294 12890 1 3
22980 21955 7 6
3966 1952 1 0
13405 12412 5 4
14015 11700 6 0
14756 13583 2 4
8435 3925 4 1
11532 9832 3 1
27992 25391 12 3
2261 862 1 0
9852 8950 7 1
26954 21878 15 1
34571 32622 11 6
4261 1958 3 0
22016 18894 9 1
8262 7021 4 1
12567 9352 4 1
8876 6262 2 1
11130 9816 4 0
25413 22498 7 6
19743 18891 6 4
2709 1270 3 0
5034 27 1 0
8268 6291 2 0
19836 17195 8 3
9302 7893 4 3
12028 11022 12 1
21552 16614 11 1
30086 28374 11 6
2090 424 2 0
16846 13203 5 1
10046 8284 1 2
12417 8763 1 1
12169 9458 2 1
4464 3623 1 0
5452 3416 1 1
12891 10674 9 0
14769 13227 6 2
23843 22157 7 4
12221 11358 3 2
8575 8125 2 0
21953 21548 10 2
10778 10233 6 0
13267 10686 1 2
19743 15715 3 3
13160 11553 12 0
18837 17985 9 2
23243 21962 3 4
28061 26895 8 4
23776 22947 2 7
4346 2282 1 0
18239 15945 5 3
16170 14467 2 1
22057 20048 12 0
17641 16553 8 2
2908 2506 1 0
31880 26948 5 6
16235 15743 5 0
10708 10233 6 0
28402 24320 11 4
20360 17660 12 3
13679 10686 1 2
23320 18986 3 4
16271 15239 14 0
18653 17985 9 2
6907 5284 1 1
28691 26973 3 7
33123 32697 4 8
18395 15455 5 4
15363 10135 3 3
9716 9340 6 0
33943 33580 11 1
17533 14677 7 2
9453 7243 4 1
14730 13812 4 0
15360 13087 8 0
15755 13169 5 2
14037 12313 6 3
11010 7620 1 0
21022 19392 3 6
22864 21379 2 6
6694 5831 1 1
5724 3589 1 0
1635 162 1 0
8309 4995 2 0
20726 18195 7 4
9092 8340 6 0
22093 18970 8 5
19840 19337 8 1
24188 23874 4 2
21801 19470 8 3
16765 14379 4 3
13119 12163 6 0
16386 14260 7 1
3386 1098 1 0
13537 12044 6 2
20166 16900 6 2
11786 10678 6 1
21518 19830 8 2
11628 10760 4 1
10487 8461 8 0
17854 16100 8 1
21482 17887 11 0
13379 11352 6 2
12911 9159 2 0
8823 7062 2 1
13019 11450 7 1
13511 10358 1 1
4245 2863 1 0
7383 6332 1 0
13496 12149 8 1
12479 11155 5 2
29844 28407 8 6
18689 15841 7 1
33173 30402 11 2
10952 9269 9 0
16980 14200 9 1
10575 10267 6 2
9941 9064 7 1
13401 11649 6 1
26242 23405 8 3
25956 22870 6 4
26422 25751 8 6
25600 22623 3 2
29564 28234 10 0
25345 24276 9 0
36519 32161 4 8
1628 13 1 1
18710 15858 4 0
5283 2803 2 0
2882 1033 2 0
26840 24089 11 0
14643 13357 8 0
16100 14110 2 2
10264 7495 3 1
1953 293 1 0
2996 47 1 0
9999 9331 5 1
5546 3016 1 0
6812 6095 2 0
5259 3412 5 0
7107 4310 6 0
13380 13054 5 2
6852 5980 5 0
11789 10302 3 1
9160 8044 4 2
18348 17212 2 2
17537 13438 6 3
4954 3414 5 0
5372 3255 5 0
22004 20965 7 5
13078 12656 1 4
16399 15483 4 5
14554 11949 8 0
8649 6723 6 0
13507 10817 5 1
19221 17769 9 2
18990 17556 3 5
24773 23408 6 2
18214 14512 4 3
4175 2736 1 0
21786 19630 10 4
23317 22547 6 5
20114 19343 6 4
7296 6824 2 0
27568 25618 4 6
17099 13863 7 3
20781 18485 8 4
11826 8894 5 1
12563 10719 9 0
17751 15313 5 1
18836 16700 13 0
6868 6387 1 1
12473 11487 6 2
18138 17595 12 0
15392 14208 8 2
9902 8173 7 0
23392 19617 10 1
8411 3991 1 1
18179 16541 9 1
29560 28555 9 2
7899 7419 3 2
20221 18907 5 6
8901 5683 6 1
8471 5978 6 1
14624 12060 8 1
7647 4215 6 0
12358 10719 9 0
4891 1808 3 0
10576 8564 10 0
6740 6387 1 1
3861 2620 3 0
10938 9410 6 1
7678 6867 6 0
11079 9806 7 2
2125 203 1 0
20125 16608 11 1
7817 3991 1 1
18329 16541 9 1
29730 28827 6 6
7012 6912 6 1
2842 7 1 0
13294 12138 3 3
27031 23978 5 3
2986 919 2 0
9349 4909 1 0
14590 11813 5 0
16626 13915 2 3
18949 14919 5 0
8892 4780 3 0
13919 9993 2 2
16779 16142 8 1
17633 17090 4 1
26623 24563 3 10
16549 13366 1 3
17543 15492 6 1
4103 1741 1 0
24652 21930 12 1
14688 10423 9 0
17253 14656 2 4
6742 2715 1 1
19797 15890 2 6
29137 25102 7 5
11355 10770 7 0
24784 23927 10 2
11626 8393 1 0
9168 4791 3 1
7526 5614 2 0
30611 26904 6 8
19497 18520 9 4
17170 13853 9 0
23079 19829 7 4
33041 30977 5 9
10972 10213 3 1
13944 13012 3 1
15128 13064 2 3
21354 16687 7 3
10050 8737 4 0
21402 19641 3 4
5636 1991 1 1
28393 27682 8 3
21438 18461 3 5
4893 375 2 0
1913 229 1 0
4211 1004 2 0
5888 5017 7 0
12101 9039 8 0
8803 5830 7 1
15004 14208 4 3
17153 15013 9 0
9226 8350 5 0
14127 13012 3 1
14949 13064 2 3
13527 8516 5 1
5125 3654 3 0
17259 15495 8 3
5126 1700 1 0
9325 8409 5 1
8879 8345 5 0
8716 5493 6 1
15203 12291 6 2
27902 27029 8 5
2589 448 1 1
10724 8744 1 1
13374 12654 3 1
13106 7898 3 0
10371 7524 1 2
7678 6799 2 0
7393 5891 4 0
19818 17496 4 4
17217 14739 9 2
1425 150 2 0
