63553 51735 77 76 8912
61213 51448 77 73 6392
52101 43692 77 75 7566
50691 44189 77 75 7723
48293 41620 77 70 6971
53638 48119 77 75 8822
52453 45712 77 72 7429
54120 47162 77 75 5307
50695 41681 77 70 7060
54608 49086 77 75 7868
