Config: 
--------------------------------------------
leader L2 of team T0 discovered at 27314.000000 that M39 is in danger (after 3721ms proces-to-process, 1549ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L2 of team T0 discovered at 26233.000000 that M38 is in danger (after 477ms proces-to-process, 98ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L2 of team T0 discovered at 25094.000000 that M37 is in danger (after 2162ms proces-to-process, 451ms node-to-node, 1hops, 1versions (11 first, 12 discovered)
leader L2 of team T0 discovered at 18449.000000 that M36 is in danger (after 2804ms proces-to-process, 265ms node-to-node, 2hops, 1versions (7 first, 8 discovered)
leader L2 of team T0 discovered at 31981.000000 that M35 is in danger (after 4106ms proces-to-process, 580ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L2 of team T0 discovered at 33056.000000 that M34 is in danger (after 2732ms proces-to-process, 1561ms node-to-node, 3hops, 1versions (14 first, 15 discovered)
leader L2 of team T0 discovered at 29867.000000 that M33 is in danger (after 2211ms proces-to-process, 383ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L2 of team T0 discovered at 22779.000000 that M32 is in danger (after 1673ms proces-to-process, 383ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L2 of team T0 discovered at 21055.000000 that M31 is in danger (after 3310ms proces-to-process, 413ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L2 of team T0 discovered at 31124.000000 that M30 is in danger (after 2744ms proces-to-process, 1300ms node-to-node, 6hops, 0versions (13 first, 13 discovered)
leader L2 of team T0 discovered at 22779.000000 that M5 is in danger (after 3222ms proces-to-process, 3052ms node-to-node, 4hops, 1versions (9 first, 10 discovered)
leader L2 of team T0 discovered at 23340.000000 that M4 is in danger (after 1208ms proces-to-process, 813ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L2 of team T0 discovered at 31981.000000 that M7 is in danger (after 2158ms proces-to-process, 709ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L2 of team T0 discovered at 25094.000000 that M6 is in danger (after 2623ms proces-to-process, 986ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L2 of team T0 discovered at 26233.000000 that M1 is in danger (after 1389ms proces-to-process, 456ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L2 of team T0 discovered at 21789.000000 that M0 is in danger (after 1151ms proces-to-process, 699ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L2 of team T0 discovered at 21789.000000 that M3 is in danger (after 3026ms proces-to-process, 1007ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L2 of team T0 discovered at 29867.000000 that M2 is in danger (after 2437ms proces-to-process, 443ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L2 of team T0 discovered at 31981.000000 that M9 is in danger (after 1623ms proces-to-process, 944ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L2 of team T0 never discovered that M8 is in danger from 17380.
leader L2 of team T0 discovered at 31981.000000 that M42 is in danger (after 2130ms proces-to-process, 510ms node-to-node, 2hops, 0versions (14 first, 14 discovered)
leader L2 of team T0 discovered at 25094.000000 that M43 is in danger (after 3959ms proces-to-process, 702ms node-to-node, 6hops, 0versions (11 first, 11 discovered)
leader L2 of team T0 discovered at 27314.000000 that M40 is in danger (after 4049ms proces-to-process, 1554ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L2 of team T0 discovered at 28631.000000 that M41 is in danger (after 1404ms proces-to-process, 304ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L2 of team T0 discovered at 27651.000000 that M28 is in danger (after 2836ms proces-to-process, 288ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L2 of team T0 discovered at 25094.000000 that M29 is in danger (after 1022ms proces-to-process, 426ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
