Config: 
--------------------------------------------
leader L2 of team T0 discovered at 26233.000000 that M39 is in danger (after 2640ms proces-to-process, 533ms node-to-node, 6hops, 0versions (12 first, 12 discovered)
leader L2 of team T0 discovered at 28631.000000 that M38 is in danger (after 2875ms proces-to-process, 2562ms node-to-node, 3hops, 1versions (11 first, 12 discovered)
leader L2 of team T0 discovered at 25851.000000 that M37 is in danger (after 2919ms proces-to-process, 928ms node-to-node, 5hops, 1versions (11 first, 12 discovered)
leader L2 of team T0 discovered at 17914.000000 that M36 is in danger (after 2269ms proces-to-process, 90ms node-to-node, 1hops, 0versions (7 first, 7 discovered)
leader L2 of team T0 discovered at 31981.000000 that M35 is in danger (after 4106ms proces-to-process, 236ms node-to-node, 2hops, 0versions (14 first, 14 discovered)
leader L2 of team T0 discovered at 31981.000000 that M34 is in danger (after 1657ms proces-to-process, 81ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L2 of team T0 discovered at 32655.000000 that M33 is in danger (after 4999ms proces-to-process, 2618ms node-to-node, 4hops, 2versions (13 first, 15 discovered)
leader L2 of team T0 discovered at 23340.000000 that M32 is in danger (after 2234ms proces-to-process, 1031ms node-to-node, 4hops, 0versions (10 first, 10 discovered)
leader L2 of team T0 discovered at 21055.000000 that M31 is in danger (after 3310ms proces-to-process, 426ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L2 of team T0 discovered at 31981.000000 that M30 is in danger (after 3601ms proces-to-process, 2715ms node-to-node, 3hops, 2versions (13 first, 15 discovered)
leader L2 of team T0 discovered at 21055.000000 that M5 is in danger (after 1498ms proces-to-process, 952ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L2 of team T0 discovered at 26743.000000 that M4 is in danger (after 4611ms proces-to-process, 1507ms node-to-node, 4hops, 1versions (11 first, 12 discovered)
leader L2 of team T0 discovered at 32655.000000 that M7 is in danger (after 2832ms proces-to-process, 878ms node-to-node, 2hops, 1versions (14 first, 15 discovered)
leader L2 of team T0 discovered at 25094.000000 that M6 is in danger (after 2623ms proces-to-process, 1022ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L2 of team T0 discovered at 51059.000000 that M1 is in danger (after 26215ms proces-to-process, 25158ms node-to-node, 5hops, 12versions (12 first, 24 discovered)
leader L2 of team T0 discovered at 21789.000000 that M0 is in danger (after 1151ms proces-to-process, 504ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L2 of team T0 discovered at 21789.000000 that M3 is in danger (after 3026ms proces-to-process, 1301ms node-to-node, 4hops, 0versions (9 first, 9 discovered)
leader L2 of team T0 discovered at 31124.000000 that M2 is in danger (after 3694ms proces-to-process, 1452ms node-to-node, 6hops, 0versions (13 first, 13 discovered)
leader L2 of team T0 discovered at 33914.000000 that M9 is in danger (after 3556ms proces-to-process, 2942ms node-to-node, 7hops, 2versions (13 first, 15 discovered)
leader L2 of team T0 discovered at 17914.000000 that M8 is in danger (after 534ms proces-to-process, 441ms node-to-node, 2hops, 0versions (8 first, 8 discovered)
leader L2 of team T0 discovered at 31981.000000 that M42 is in danger (after 2130ms proces-to-process, 823ms node-to-node, 4hops, 0versions (14 first, 14 discovered)
leader L2 of team T0 discovered at 25851.000000 that M43 is in danger (after 4716ms proces-to-process, 1712ms node-to-node, 5hops, 1versions (11 first, 12 discovered)
leader L2 of team T0 discovered at 25851.000000 that M40 is in danger (after 2586ms proces-to-process, 210ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L2 of team T0 discovered at 28631.000000 that M41 is in danger (after 1404ms proces-to-process, 150ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L2 of team T0 discovered at 28631.000000 that M28 is in danger (after 3816ms proces-to-process, 1537ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L2 of team T0 discovered at 26233.000000 that M29 is in danger (after 2161ms proces-to-process, 1532ms node-to-node, 6hops, 0versions (11 first, 11 discovered)
leader L2 of team T0 discovered at 34984.000000 that M24 is in danger (after 4773ms proces-to-process, 1231ms node-to-node, 5hops, 0versions (15 first, 15 discovered)
leader L2 of team T0 discovered at 33914.000000 that M25 is in danger (after 5828ms proces-to-process, 3493ms node-to-node, 6hops, 2versions (14 first, 16 discovered)
leader L2 of team T0 discovered at 38635.000000 that M26 is in danger (after 8316ms proces-to-process, 5418ms node-to-node, 5hops, 3versions (14 first, 17 discovered)
leader L2 of team T0 discovered at 29322.000000 that M27 is in danger (after 6496ms proces-to-process, 4679ms node-to-node, 4hops, 2versions (11 first, 13 discovered)
