9062 7073 4 0
9228 8511 3 0
8192 5904 4 1
12986 10135 5 1
16189 12833 2 3
6417 5043 3 1
4325 1717 3 1
20501 18772 4 5
11661 10443 1 4
6604 6003 1 1
4994 4683 7 0
4101 1273 2 1
2832 1413 3 0
4843 3301 2 0
4222 3247 5 0
3913 3328 3 1
9868 8365 6 0
9311 6970 5 0
8716 8155 3 0
1676 1562 3 0
9917 8680 5 1
5098 2012 4 0
4386 2009 4 0
6852 5596 3 1
6309 4077 5 1
9842 9050 6 2
8424 5151 5 0
3895 1408 3 0
13745 11017 3 3
8298 5701 6 0
14212 12317 7 0
10984 9711 7 0
13924 12481 8 3
5254 4555 5 1
10626 9169 7 0
2163 1408 3 0
4238 2684 5 0
5376 3926 3 0
6309 2867 5 1
16989 16333 6 4
4475 3074 6 0
2881 2801 2 1
13195 10621 4 3
12647 9013 6 0
9474 7528 5 0
10491 9922 6 0
13348 10778 6 0
20316 19743 7 3
13056 11218 9 1
10267 7723 1 1
25839 25010 8 5
5137 3113 1 1
18269 16961 1 5
15884 14210 6 3
17692 16768 6 5
6355 6165 5 0
6592 3946 2 0
13159 11162 7 2
31955 30306 5 11
12097 10707 6 3
9026 8123 4 2
34456 32960 7 4
14599 12718 5 1
12624 12068 4 0
5351 5007 4 0
16221 14916 11 1
8923 5773 4 1
9528 6935 5 1
15755 13726 7 3
9466 6759 7 1
4652 3576 1 2
29770 26687 8 5
9256 7134 6 1
20156 17803 7 1
21212 19200 8 2
15898 14564 11 0
15998 14722 8 3
17800 16774 5 5
35566 33805 7 11
13600 12946 6 3
18057 16463 7 1
16270 15100 5 4
10794 8101 6 2
19735 18558 5 4
7803 6107 6 0
10441 9797 6 3
15486 13635 5 3
22466 18739 8 4
13821 12548 8 0
13806 13066 7 0
10046 7675 5 0
11475 11117 5 1
10244 8315 8 1
11811 9531 4 1
17712 14043 4 3
7694 6852 6 1
5520 3705 3 2
19810 18774 4 5
12780 11119 5 3
8851 8166 4 2
3952 3476 5 0
4950 1875 3 1
3353 1861 3 1
6724 5110 5 0
4351 2644 4 0
3602 2616 5 0
9373 7759 5 0
8922 6370 4 0
9314 8754 4 0
2263 2164 4 0
11591 10490 8 1
6321 3209 4 1
3817 1409 3 0
5949 4608 4 1
6882 4078 5 1
10346 9654 7 2
8257 5154 5 0
4136 2013 4 0
15268 12827 6 3
9396 7473 7 1
14843 12920 8 0
14575 13583 8 1
10740 9468 3 3
4970 3951 4 1
10003 7963 5 0
2469 2012 4 0
1948 269 1 0
4522 2720 1 0
4406 1408 3 0
14579 13924 2 4
1980 61 1 0
1567 1410 3 0
13030 11301 4 4
11744 7352 4 0
13920 12579 7 1
11884 11129 8 0
23728 21465 5 2
32150 29695 6 9
33517 32032 6 8
20463 19722 7 2
22729 22268 8 3
17646 14755 4 2
11328 9656 2 1
12269 10328 3 0
12582 11787 5 1
17814 17382 7 3
28464 27482 12 4
14378 11438 9 0
26504 23896 5 6
28130 26731 6 7
19372 18069 10 0
29868 28143 5 6
20805 19982 6 4
8667 7108 2 0
29125 27603 4 4
32442 29357 6 8
14429 13894 1 4
28384 28219 6 8
4319 713 1 1
31849 30838 6 5
20785 20377 7 2
19153 17480 4 5
24816 22281 4 6
30285 26233 3 8
17358 16487 6 2
26444 25136 8 1
9569 6523 1 0
7733 7148 2 0
21932 19265 8 4
20333 18449 5 4
21593 19600 7 4
26215 25234 8 4
22844 21198 8 3
25476 23492 6 5
21600 21394 8 6
34072 34032 13 0
21601 20441 3 3
15606 12380 7 1
17196 14633 4 4
20323 18302 8 3
15646 12946 5 1
11466 10814 3 2
20428 18348 8 0
18195 15923 2 2
21238 19011 4 4
16801 14765 5 4
19908 18775 5 2
21787 21223 5 6
23135 21401 8 5
9593 8478 5 0
17252 15673 4 4
26336 25025 5 6
18499 15465 6 3
10683 10100 4 1
37534 36169 5 12
10665 10452 5 1
22647 20173 8 2
19233 15483 4 3
27074 26273 6 7
10688 8310 4 0
11586 11082 7 1
5110 3218 6 1
9681 7200 4 2
9888 6519 5 0
8496 7145 4 1
9686 7807 6 1
8558 7600 1 1
11919 8935 5 0
13090 11955 6 1
4777 4186 6 0
12539 9566 7 1
5652 4182 3 0
3974 2427 1 1
8701 7369 5 2
12155 11610 5 1
9961 7966 5 0
14040 11808 4 3
2435 1819 2 0
9065 8744 6 0
15301 14362 6 3
5738 2609 3 1
4216 1409 3 0
10939 9676 6 3
7471 4920 2 1
16336 15411 7 3
9298 6284 3 1
13384 10859 6 0
26329 24073 9 2
5898 3497 1 0
3303 1410 3 0
13894 12721 5 2
10068 8727 6 0
1315 806 2 0
4309 2423 5 0
4485 3818 7 0
3032 1407 3 0
9006 7709 4 0
5639 2867 5 1
3327 2613 5 0
5264 3902 3 0
2272 2015 4 0
8930 6882 3 1
14043 10399 3 3
